0696180555555-89_92-112&485_554&663-568&628_152&659_164&501_580&470-0_0_0_2_25_30_31-79-336.jpg, character_0: Top Left (4, 0), Bottom Right (15, 23)
0635129310345-90_88-115&507_580&662-584&658_141&671_143&513_586&500-0_0_22_25_27_25_20-66-288.jpg, character_4: Top Left (58, 0), Bottom Right (68, 23)
0950754310345-90_87-66&439_622&598-625&593_104&613_106&447_627&427-0_7_6_20_32_31_32-98-684.jpg, character_0: Top Left (2, 0), Bottom Right (14, 23)
0950754310345-90_87-66&439_622&598-625&593_104&613_106&447_627&427-0_7_6_20_32_31_32-98-684.jpg, character_1: Top Left (17, 0), Bottom Right (28, 23)
0950754310345-90_87-66&439_622&598-625&593_104&613_106&447_627&427-0_7_6_20_32_31_32-98-684.jpg, character_2: Top Left (31, 0), Bottom Right (42, 23)
0950754310345-90_87-66&439_622&598-625&593_104&613_106&447_627&427-0_7_6_20_32_31_32-98-684.jpg, character_3: Top Left (45, 0), Bottom Right (56, 23)
0950754310345-90_87-66&439_622&598-625&593_104&613_106&447_627&427-0_7_6_20_32_31_32-98-684.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0458764367816-84_89-102&371_406&517-412&472_114&519_105&415_403&368-0_0_2_5_33_30_27-94-293.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0458764367816-84_89-102&371_406&517-412&472_114&519_105&415_403&368-0_0_2_5_33_30_27-94-293.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0458764367816-84_89-102&371_406&517-412&472_114&519_105&415_403&368-0_0_2_5_33_30_27-94-293.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0458764367816-84_89-102&371_406&517-412&472_114&519_105&415_403&368-0_0_2_5_33_30_27-94-293.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0458764367816-84_89-102&371_406&517-412&472_114&519_105&415_403&368-0_0_2_5_33_30_27-94-293.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0574664750958-81_103-225&536_591&697-584&628_255&712_261&607_590&523-0_0_27_27_32_9_24-118-281.jpg, character_0: Top Left (3, 0), Bottom Right (14, 23)
0574664750958-81_103-225&536_591&697-584&628_255&712_261&607_590&523-0_0_27_27_32_9_24-118-281.jpg, character_1: Top Left (17, 0), Bottom Right (29, 23)
0574664750958-81_103-225&536_591&697-584&628_255&712_261&607_590&523-0_0_27_27_32_9_24-118-281.jpg, character_2: Top Left (32, 0), Bottom Right (42, 23)
0574664750958-81_103-225&536_591&697-584&628_255&712_261&607_590&523-0_0_27_27_32_9_24-118-281.jpg, character_3: Top Left (45, 0), Bottom Right (56, 23)
0574664750958-81_103-225&536_591&697-584&628_255&712_261&607_590&523-0_0_27_27_32_9_24-118-281.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_0: Top Left (0, 0), Bottom Right (1, 21)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_1: Top Left (2, 0), Bottom Right (15, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_2: Top Left (16, 0), Bottom Right (29, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_3: Top Left (31, 0), Bottom Right (43, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_4: Top Left (45, 1), Bottom Right (46, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_5: Top Left (47, 0), Bottom Right (52, 23)
0883477011495-86_91-147&425_568&595-578&559_154&614_164&457_588&402-0_0_20_27_1_25_30-159-310.jpg, character_6: Top Left (57, 0), Bottom Right (69, 23)
0562571839081-86_87-231&495_604&619-609&597_242&623_241&510_608&484-0_0_10_30_21_29_29-103-299.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0562571839081-86_87-231&495_604&619-609&597_242&623_241&510_608&484-0_0_10_30_21_29_29-103-299.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0562571839081-86_87-231&495_604&619-609&597_242&623_241&510_608&484-0_0_10_30_21_29_29-103-299.jpg, character_2: Top Left (31, 0), Bottom Right (41, 23)
0562571839081-86_87-231&495_604&619-609&597_242&623_241&510_608&484-0_0_10_30_21_29_29-103-299.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0562571839081-86_87-231&495_604&619-609&597_242&623_241&510_608&484-0_0_10_30_21_29_29-103-299.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0483189655172-86_94-192&465_548&600-531&565_196&597_214&494_549&462-0_0_3_25_9_25_31-64-288.jpg, character_0: Top Left (2, 0), Bottom Right (14, 23)
0483189655172-86_94-192&465_548&600-531&565_196&597_214&494_549&462-0_0_3_25_9_25_31-64-288.jpg, character_1: Top Left (21, 0), Bottom Right (23, 23)
0483189655172-86_94-192&465_548&600-531&565_196&597_214&494_549&462-0_0_3_25_9_25_31-64-288.jpg, character_2: Top Left (31, 0), Bottom Right (41, 23)
0483189655172-86_94-192&465_548&600-531&565_196&597_214&494_549&462-0_0_3_25_9_25_31-64-288.jpg, character_3: Top Left (49, 0), Bottom Right (51, 23)
0483189655172-86_94-192&465_548&600-531&565_196&597_214&494_549&462-0_0_3_25_9_25_31-64-288.jpg, character_4: Top Left (59, 0), Bottom Right (68, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_0: Top Left (2, 0), Bottom Right (14, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_1: Top Left (17, 0), Bottom Right (28, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_2: Top Left (31, 1), Bottom Right (32, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_3: Top Left (33, 0), Bottom Right (35, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_4: Top Left (36, 0), Bottom Right (41, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_5: Top Left (45, 0), Bottom Right (55, 23)
0594516283524-90_88-149&438_568&591-560&594_153&593_161&447_568&448-0_0_4_2_31_32_26-76-315.jpg, character_6: Top Left (58, 0), Bottom Right (68, 23)
0370689655172-90_92-173&507_528&619-520&610_182&616_201&517_539&511-0_0_21_26_29_31_13-109-291.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0370689655172-90_92-173&507_528&619-520&610_182&616_201&517_539&511-0_0_21_26_29_31_13-109-291.jpg, character_1: Top Left (17, 0), Bottom Right (28, 23)
0370689655172-90_92-173&507_528&619-520&610_182&616_201&517_539&511-0_0_21_26_29_31_13-109-291.jpg, character_2: Top Left (31, 0), Bottom Right (42, 23)
0370689655172-90_92-173&507_528&619-520&610_182&616_201&517_539&511-0_0_21_26_29_31_13-109-291.jpg, character_3: Top Left (45, 0), Bottom Right (56, 23)
0370689655172-90_92-173&507_528&619-520&610_182&616_201&517_539&511-0_0_21_26_29_31_13-109-291.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0439248084291-90_77-94&484_575&598-557&599_127&592_117&483_547&490-0_0_12_25_33_32_21-68-316.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0439248084291-90_77-94&484_575&598-557&599_127&592_117&483_547&490-0_0_12_25_33_32_21-68-316.jpg, character_1: Top Left (20, 0), Bottom Right (22, 23)
0439248084291-90_77-94&484_575&598-557&599_127&592_117&483_547&490-0_0_12_25_33_32_21-68-316.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0439248084291-90_77-94&484_575&598-557&599_127&592_117&483_547&490-0_0_12_25_33_32_21-68-316.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0439248084291-90_77-94&484_575&598-557&599_127&592_117&483_547&490-0_0_12_25_33_32_21-68-316.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0580675287357-86_87-161&451_524&585-526&564_162&596_159&473_523&441-0_0_17_12_31_24_31-158-286.jpg, character_0: Top Left (1, 0), Bottom Right (14, 23)
0580675287357-86_87-161&451_524&585-526&564_162&596_159&473_523&441-0_0_17_12_31_24_31-158-286.jpg, character_1: Top Left (16, 0), Bottom Right (28, 23)
0580675287357-86_87-161&451_524&585-526&564_162&596_159&473_523&441-0_0_17_12_31_24_31-158-286.jpg, character_2: Top Left (30, 0), Bottom Right (42, 23)
0580675287357-86_87-161&451_524&585-526&564_162&596_159&473_523&441-0_0_17_12_31_24_31-158-286.jpg, character_3: Top Left (44, 0), Bottom Right (56, 23)
0580675287357-86_87-161&451_524&585-526&564_162&596_159&473_523&441-0_0_17_12_31_24_31-158-286.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0730363984674-90_84-122&465_632&605-631&622_131&617_135&457_635&462-0_0_18_32_16_26_30-105-396.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0730363984674-90_84-122&465_632&605-631&622_131&617_135&457_635&462-0_0_18_32_16_26_30-105-396.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0730363984674-90_84-122&465_632&605-631&622_131&617_135&457_635&462-0_0_18_32_16_26_30-105-396.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0730363984674-90_84-122&465_632&605-631&622_131&617_135&457_635&462-0_0_18_32_16_26_30-105-396.jpg, character_3: Top Left (44, 0), Bottom Right (56, 23)
0730363984674-90_84-122&465_632&605-631&622_131&617_135&457_635&462-0_0_18_32_16_26_30-105-396.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0732567049809-87_88-102&434_618&568-597&556_130&582_136&465_603&439-4_5_2_29_26_32_3-146-306.jpg, character_0: Top Left (2, 0), Bottom Right (15, 23)
0732567049809-87_88-102&434_618&568-597&556_130&582_136&465_603&439-4_5_2_29_26_32_3-146-306.jpg, character_1: Top Left (16, 0), Bottom Right (28, 23)
0732567049809-87_88-102&434_618&568-597&556_130&582_136&465_603&439-4_5_2_29_26_32_3-146-306.jpg, character_2: Top Left (30, 0), Bottom Right (42, 23)
0732567049809-87_88-102&434_618&568-597&556_130&582_136&465_603&439-4_5_2_29_26_32_3-146-306.jpg, character_3: Top Left (44, 0), Bottom Right (56, 23)
0732567049809-87_88-102&434_618&568-597&556_130&582_136&465_603&439-4_5_2_29_26_32_3-146-306.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0655603448276-89_82-136&470_617&606-627&613_140&622_141&468_628&459-0_0_2_6_33_25_27-126-284.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0655603448276-89_82-136&470_617&606-627&613_140&622_141&468_628&459-0_0_2_6_33_25_27-126-284.jpg, character_1: Top Left (16, 0), Bottom Right (29, 23)
0655603448276-89_82-136&470_617&606-627&613_140&622_141&468_628&459-0_0_2_6_33_25_27-126-284.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0655603448276-89_82-136&470_617&606-627&613_140&622_141&468_628&459-0_0_2_6_33_25_27-126-284.jpg, character_3: Top Left (48, 1), Bottom Right (51, 23)
0655603448276-89_82-136&470_617&606-627&613_140&622_141&468_628&459-0_0_2_6_33_25_27-126-284.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0376724137931-90_78-133&461_590&557-597&563_158&558_125&463_564&468-0_0_21_2_31_29_25-93-378.jpg, character_0: Top Left (1, 0), Bottom Right (12, 23)
0376724137931-90_78-133&461_590&557-597&563_158&558_125&463_564&468-0_0_21_2_31_29_25-93-378.jpg, character_1: Top Left (15, 0), Bottom Right (26, 23)
0376724137931-90_78-133&461_590&557-597&563_158&558_125&463_564&468-0_0_21_2_31_29_25-93-378.jpg, character_2: Top Left (29, 0), Bottom Right (41, 23)
0376724137931-90_78-133&461_590&557-597&563_158&558_125&463_564&468-0_0_21_2_31_29_25-93-378.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0376724137931-90_78-133&461_590&557-597&563_158&558_125&463_564&468-0_0_21_2_31_29_25-93-378.jpg, character_4: Top Left (62, 0), Bottom Right (67, 23)
0453831417624-88_87-154&441_530&554-537&544_161&555_154&443_530&432-0_0_24_27_6_29_31-140-340.jpg, character_0: Top Left (1, 0), Bottom Right (13, 23)
0453831417624-88_87-154&441_530&554-537&544_161&555_154&443_530&432-0_0_24_27_6_29_31-140-340.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0453831417624-88_87-154&441_530&554-537&544_161&555_154&443_530&432-0_0_24_27_6_29_31-140-340.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0453831417624-88_87-154&441_530&554-537&544_161&555_154&443_530&432-0_0_24_27_6_29_31-140-340.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0453831417624-88_87-154&441_530&554-537&544_161&555_154&443_530&432-0_0_24_27_6_29_31-140-340.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0549389367816-92_83-124&493_576&622-586&629_133&593_117&487_570&523-0_0_1_11_24_26_26-123-376.jpg, character_0: Top Left (1, 0), Bottom Right (13, 23)
0549389367816-92_83-124&493_576&622-586&629_133&593_117&487_570&523-0_0_1_11_24_26_26-123-376.jpg, character_1: Top Left (15, 0), Bottom Right (26, 23)
0549389367816-92_83-124&493_576&622-586&629_133&593_117&487_570&523-0_0_1_11_24_26_26-123-376.jpg, character_2: Top Left (29, 0), Bottom Right (41, 23)
0549389367816-92_83-124&493_576&622-586&629_133&593_117&487_570&523-0_0_1_11_24_26_26-123-376.jpg, character_3: Top Left (42, 0), Bottom Right (56, 23)
0549389367816-92_83-124&493_576&622-586&629_133&593_117&487_570&523-0_0_1_11_24_26_26-123-376.jpg, character_4: Top Left (57, 0), Bottom Right (69, 23)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_3: Top Left (45, 0), Bottom Right (47, 15)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_4: Top Left (48, 0), Bottom Right (55, 23)
0597389846743-90_87-65&480_607&608-598&605_82&626_76&483_592&462-0_0_8_15_33_31_33-70-402.jpg, character_5: Top Left (59, 0), Bottom Right (69, 23)
0643570402298-90_87-155&456_617&601-606&605_164&602_166&457_608&460-0_0_15_10_25_31_24-68-343.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0643570402298-90_87-155&456_617&601-606&605_164&602_166&457_608&460-0_0_15_10_25_31_24-68-343.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0643570402298-90_87-155&456_617&601-606&605_164&602_166&457_608&460-0_0_15_10_25_31_24-68-343.jpg, character_2: Top Left (35, 1), Bottom Right (37, 22)
0643570402298-90_87-155&456_617&601-606&605_164&602_166&457_608&460-0_0_15_10_25_31_24-68-343.jpg, character_3: Top Left (45, 0), Bottom Right (55, 23)
0643570402298-90_87-155&456_617&601-606&605_164&602_166&457_608&460-0_0_15_10_25_31_24-68-343.jpg, character_4: Top Left (59, 0), Bottom Right (69, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_0: Top Left (3, 0), Bottom Right (15, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_1: Top Left (17, 0), Bottom Right (29, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_2: Top Left (32, 0), Bottom Right (42, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_3: Top Left (45, 0), Bottom Right (55, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_4: Top Left (57, 0), Bottom Right (67, 23)
0300431034483-85_99-129&401_383&525-368&487_126&518_157&428_399&397-0_0_26_24_31_17_29-98-395.jpg, character_5: Top Left (68, 0), Bottom Right (69, 23)
0320234674329-97_50-174&437_486&545-498&553_200&502_151&427_449&478-0_0_14_25_29_29_32-93-350.jpg, character_0: Top Left (1, 0), Bottom Right (12, 23)
0320234674329-97_50-174&437_486&545-498&553_200&502_151&427_449&478-0_0_14_25_29_29_32-93-350.jpg, character_1: Top Left (18, 0), Bottom Right (21, 23)
0320234674329-97_50-174&437_486&545-498&553_200&502_151&427_449&478-0_0_14_25_29_29_32-93-350.jpg, character_2: Top Left (28, 0), Bottom Right (39, 23)
0320234674329-97_50-174&437_486&545-498&553_200&502_151&427_449&478-0_0_14_25_29_29_32-93-350.jpg, character_3: Top Left (43, 0), Bottom Right (54, 23)
0320234674329-97_50-174&437_486&545-498&553_200&502_151&427_449&478-0_0_14_25_29_29_32-93-350.jpg, character_4: Top Left (57, 0), Bottom Right (69, 23)
0416654693486-89_84-173&476_582&585-577&566_192&582_191&493_576&477-0_0_20_4_25_26_31-59-297.jpg, character_0: Top Left (2, 0), Bottom Right (12, 23)
0416654693486-89_84-173&476_582&585-577&566_192&582_191&493_576&477-0_0_20_4_25_26_31-59-297.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0416654693486-89_84-173&476_582&585-577&566_192&582_191&493_576&477-0_0_20_4_25_26_31-59-297.jpg, character_2: Top Left (35, 0), Bottom Right (37, 23)
0416654693486-89_84-173&476_582&585-577&566_192&582_191&493_576&477-0_0_20_4_25_26_31-59-297.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0416654693486-89_84-173&476_582&585-577&566_192&582_191&493_576&477-0_0_20_4_25_26_31-59-297.jpg, character_4: Top Left (59, 0), Bottom Right (69, 23)
0425933908046-87_92-142&444_523&550-517&528_155&555_165&462_527&435-0_0_0_26_24_24_13-128-281.jpg, character_0: Top Left (3, 0), Bottom Right (13, 23)
0425933908046-87_92-142&444_523&550-517&528_155&555_165&462_527&435-0_0_0_26_24_24_13-128-281.jpg, character_1: Top Left (17, 0), Bottom Right (28, 23)
0425933908046-87_92-142&444_523&550-517&528_155&555_165&462_527&435-0_0_0_26_24_24_13-128-281.jpg, character_2: Top Left (31, 0), Bottom Right (43, 23)
0425933908046-87_92-142&444_523&550-517&528_155&555_165&462_527&435-0_0_0_26_24_24_13-128-281.jpg, character_3: Top Left (45, 0), Bottom Right (56, 23)
0425933908046-87_92-142&444_523&550-517&528_155&555_165&462_527&435-0_0_0_26_24_24_13-128-281.jpg, character_4: Top Left (57, 0), Bottom Right (69, 23)
0454094827586-90_82-111&498_567&620-579&607_129&603_118&502_568&506-0_0_26_20_32_30_27-100-324.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0454094827586-90_82-111&498_567&620-579&607_129&603_118&502_568&506-0_0_26_20_32_30_27-100-324.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0454094827586-90_82-111&498_567&620-579&607_129&603_118&502_568&506-0_0_26_20_32_30_27-100-324.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
0454094827586-90_82-111&498_567&620-579&607_129&603_118&502_568&506-0_0_26_20_32_30_27-100-324.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0454094827586-90_82-111&498_567&620-579&607_129&603_118&502_568&506-0_0_26_20_32_30_27-100-324.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0700395114943-90_92-91&490_630&619-603&604_104&623_139&507_638&488-0_12_30_5_29_31_33-127-488.jpg, character_0: Top Left (3, 0), Bottom Right (15, 23)
0700395114943-90_92-91&490_630&619-603&604_104&623_139&507_638&488-0_12_30_5_29_31_33-127-488.jpg, character_1: Top Left (17, 0), Bottom Right (29, 23)
0700395114943-90_92-91&490_630&619-603&604_104&623_139&507_638&488-0_12_30_5_29_31_33-127-488.jpg, character_2: Top Left (31, 0), Bottom Right (42, 23)
0700395114943-90_92-91&490_630&619-603&604_104&623_139&507_638&488-0_12_30_5_29_31_33-127-488.jpg, character_3: Top Left (45, 0), Bottom Right (56, 23)
0700395114943-90_92-91&490_630&619-603&604_104&623_139&507_638&488-0_12_30_5_29_31_33-127-488.jpg, character_4: Top Left (58, 0), Bottom Right (69, 23)
0492576628352-89_89-222&453_624&584-622&567_239&586_235&466_618&447-0_0_10_32_31_24_20-62-333.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0492576628352-89_89-222&453_624&584-622&567_239&586_235&466_618&447-0_0_10_32_31_24_20-62-333.jpg, character_1: Top Left (16, 0), Bottom Right (27, 23)
0492576628352-89_89-222&453_624&584-622&567_239&586_235&466_618&447-0_0_10_32_31_24_20-62-333.jpg, character_2: Top Left (31, 0), Bottom Right (41, 23)
0492576628352-89_89-222&453_624&584-622&567_239&586_235&466_618&447-0_0_10_32_31_24_20-62-333.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0492576628352-89_89-222&453_624&584-622&567_239&586_235&466_618&447-0_0_10_32_31_24_20-62-333.jpg, character_4: Top Left (59, 0), Bottom Right (69, 23)
06405651341-89_86-84&432_543&571-546&562_100&582_88&438_534&418-0_0_30_1_31_25_26-124-343.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
06405651341-89_86-84&432_543&571-546&562_100&582_88&438_534&418-0_0_30_1_31_25_26-124-343.jpg, character_1: Top Left (15, 0), Bottom Right (27, 23)
06405651341-89_86-84&432_543&571-546&562_100&582_88&438_534&418-0_0_30_1_31_25_26-124-343.jpg, character_2: Top Left (30, 0), Bottom Right (41, 23)
06405651341-89_86-84&432_543&571-546&562_100&582_88&438_534&418-0_0_30_1_31_25_26-124-343.jpg, character_3: Top Left (48, 0), Bottom Right (51, 23)
06405651341-89_86-84&432_543&571-546&562_100&582_88&438_534&418-0_0_30_1_31_25_26-124-343.jpg, character_4: Top Left (57, 0), Bottom Right (69, 23)
0522150383142-89_85-113&460_570&582-586&593_124&606_131&465_593&452-0_0_7_27_22_26_27-96-281.jpg, character_0: Top Left (2, 0), Bottom Right (13, 23)
0522150383142-89_85-113&460_570&582-586&593_124&606_131&465_593&452-0_0_7_27_22_26_27-96-281.jpg, character_1: Top Left (17, 0), Bottom Right (27, 23)
0522150383142-89_85-113&460_570&582-586&593_124&606_131&465_593&452-0_0_7_27_22_26_27-96-281.jpg, character_2: Top Left (31, 0), Bottom Right (41, 23)
0522150383142-89_85-113&460_570&582-586&593_124&606_131&465_593&452-0_0_7_27_22_26_27-96-281.jpg, character_3: Top Left (44, 0), Bottom Right (55, 23)
0522150383142-89_85-113&460_570&582-586&593_124&606_131&465_593&452-0_0_7_27_22_26_27-96-281.jpg, character_4: Top Left (58, 0), Bottom Right (68, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_0: Top Left (3, 0), Bottom Right (15, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_1: Top Left (18, 0), Bottom Right (29, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_2: Top Left (32, 0), Bottom Right (42, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_3: Top Left (45, 0), Bottom Right (55, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_4: Top Left (57, 0), Bottom Right (67, 23)
0382519157088-88_105-157&466_507&567-492&556_171&567_211&472_532&461-0_3_33_27_28_33_30-99-320.jpg, character_5: Top Left (69, 2), Bottom Right (69, 19)
0522605363985-90_95-177&451_537&600-527&583_194&596_226&457_559&444-0_0_26_32_27_10_25-99-294.jpg, character_0: Top Left (3, 0), Bottom Right (15, 23)
0522605363985-90_95-177&451_537&600-527&583_194&596_226&457_559&444-0_0_26_32_27_10_25-99-294.jpg, character_1: Top Left (18, 0), Bottom Right (28, 23)
0522605363985-90_95-177&451_537&600-527&583_194&596_226&457_559&444-0_0_26_32_27_10_25-99-294.jpg, character_2: Top Left (32, 0), Bottom Right (42, 23)
0522605363985-90_95-177&451_537&600-527&583_194&596_226&457_559&444-0_0_26_32_27_10_25-99-294.jpg, character_3: Top Left (45, 0), Bottom Right (54, 23)
